contrato_id,Contrato,Órgão,orgao_curto,Situação,Empresa,Período,Valor do Contrato,valor_contrato,municipio_individual,municipio_norm,n_municipios_contrato,valor_rateado_municipio,valor_integral_envolvido,data_inicio_txt,data_fim_txt,ano_inicio,ano_fim,tipo_contrato,objeto,flag_multimunicipal,flag_teste,flag_valor_zero,flag_andamento_vencido,status_prazo
50,"AJ/TP/006/26 - ERS-715, Trecho: Sentinela do Sul (Fim Trv) até Cerro Grande do Sul, Km 10,10 ao 24,28, Extensão: 14,18 km, Lote 2 .",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,PLANATERRA TERRAPLENAGEM E PAVIMENTAÇÃO LTDA,20/04/2026 a 20/04/2027,"R$ 31.860.000,00",31860000.0,Sentinela do Sul,SENTINELA DO SUL,1,31860000.0,31860000.0,20/04/2026,20/04/2027,2026,2027,AJ/TP,"ERS-715, Trecho: Sentinela do Sul (Fim Trv) até Cerro Grande do Sul, Km 10,10 ao 24,28, Extensão: 14,18 km, Lote 2 .",False,False,False,False,Vigente pela data
51,"AJ/TP/007/25 - Lote 3 - ERS-431, trecho: Entr. BRS-470 (p/ Bento Gonçalves) - Santa Bárbara (São Valentim Do Sul)",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,Encopav Engenharia Ltda,28/03/2025 a 23/01/2027,"R$ 100.985.206,23",100985206.23,Santa Bárbara do Sul,SANTA BARBARA DO SUL,1,100985206.23,100985206.23,28/03/2025,23/01/2027,2025,2027,AJ/TP,"Lote 3 - ERS-431, trecho: Entr. BRS-470 (p/ Bento Gonçalves) - Santa Bárbara (São Valentim Do Sul)",False,False,False,False,Vigente pela data
52,"AJ/TP/008/25 - Lote 11- ERS- 348, no trecho entre os municípios de Agudo e Dona Francisca - km 48+740 e o km 54+360.",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,TRAÇADO CONSTRUÇÕES E SERVIÇOS LTDA,10/03/2025 a 22/01/2027,"R$ 169.755.956,45",169755956.45,Dona Francisca,DONA FRANCISCA,1,169755956.45,169755956.45,10/03/2025,22/01/2027,2025,2027,AJ/TP,"Lote 11- ERS- 348, no trecho entre os municípios de Agudo e Dona Francisca - km 48+740 e o km 54+360.",False,False,False,False,Vigente pela data
53,"AJ/TP/009/25 - Lote 12 - ERS-348, Entr. ERS-149(A) (p/ São João do Polêsine) - Entr. Dona Francisca",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,DELLA PASQUA ENGENHARIA E CONSTRUÇÕES LTDA,17/03/2025 a 17/03/2027,"R$ 33.218.981,32",33218981.32,São João do Polêsine,SAO JOAO DO POLESINE,1,33218981.32,33218981.32,17/03/2025,17/03/2027,2025,2027,AJ/TP,"Lote 12 - ERS-348, Entr. ERS-149(A) (p/ São João do Polêsine) - Entr. Dona Francisca",False,False,False,False,Vigente pela data
54,"AJ/TP/010/25 - ERS- 444, Trecho km 26,05 ao km 31,07 e km 31,07 ao km 39,33.",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,Encopav Engenharia Ltda,28/03/2025 a 23/01/2027,"R$ 91.837.022,93",91837022.93,Bento Gonçalves,BENTO GONCALVES,1,91837022.93,91837022.93,28/03/2025,23/01/2027,2025,2027,AJ/TP,"ERS- 444, Trecho km 26,05 ao km 31,07 e km 31,07 ao km 39,33.",False,False,False,False,Vigente pela data
55,"AJ/TP/011/25 - Lote 15,ERS-640, Entr. ERS-241 (P/ São Vicente do Sul) – Entr. BRS-158/290 (P/ Rosário do Sul), segmentos do km 0+000 ao km 64+230",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,CONSTRUTORA ALEGRETENSE LTDA,24/03/2025 a 24/03/2027,"R$ 106.912.731,06",106912731.06,São Vicente do Sul,SAO VICENTE DO SUL,1,106912731.06,106912731.06,24/03/2025,24/03/2027,2025,2027,AJ/TP,"Lote 15,ERS-640, Entr. ERS-241 (P/ São Vicente do Sul) – Entr. BRS-158/290 (P/ Rosário do Sul), segmentos do km 0+000 ao km 64+230",False,False,False,False,Vigente pela data
56,"AJ/TP/012/25 - Lote 08 - Rodovia VRS-826; Extensão (km): 19,56 km; Trecho: Entr. ERS-452 (Feliz)) - Entr. ERS-122 (p/ Farroupilha),",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,COESUL CONSTR EXTREMO SUL LTDA,17/03/2025 a 17/03/2027,"R$ 55.684.265,26",55684265.26,Feliz,FELIZ,1,55684265.26,55684265.26,17/03/2025,17/03/2027,2025,2027,AJ/TP,"Lote 08 - Rodovia VRS-826; Extensão (km): 19,56 km; Trecho: Entr. ERS-452 (Feliz)) - Entr. ERS-122 (p/ Farroupilha),",False,False,False,False,Vigente pela data
57,"AJ/TP/013/25 - Execução de obras emergenciais ERS- 452, trecho entr. ERS-122 (P/ Bom Princípio) – entr. BRS-116 (P/ Nova Palmira)",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,"TONIOLO, BUSNELLO S.A. - TÚNEIS, TERRAPLENAGENS E PAVIMENTAÇÕES - EM RECUPERAÇÃO JUDICIAL",22/04/2025 a 22/01/2027,"R$ 50.569.465,33",50569465.33,Bom Princípio,BOM PRINCIPIO,1,50569465.33,50569465.33,22/04/2025,22/01/2027,2025,2027,AJ/TP,"Execução de obras emergenciais ERS- 452, trecho entr. ERS-122 (P/ Bom Princípio) – entr. BRS-116 (P/ Nova Palmira)",False,False,False,False,Vigente pela data
58,"AJ/TP/014/25 - Lote 10, ERS- 149, trecho 1: Entr. RSC-287(B) (P/ Santa Maria) - Entr. ERS-348(A) (P/ Ivorá)",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,CONSTR.CONTINENTAL DE SAO PAULO LTDA,17/03/2025 a 24/01/2027,"R$ 79.087.189,10",79087189.1,Santa Maria,SANTA MARIA,1,79087189.1,79087189.1,17/03/2025,24/01/2027,2025,2027,AJ/TP,"Lote 10, ERS- 149, trecho 1: Entr. RSC-287(B) (P/ Santa Maria) - Entr. ERS-348(A) (P/ Ivorá)",False,False,False,False,Vigente pela data
59,"AJ/TP/015/25 - Lote 13 - ERS-437, do Entroncamento com a BR-470 em Vila Flores (km 0,00) até o km 9,20.",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,MATT CONSTRUTORA LTDA,10/03/2025 a 10/03/2027,"R$ 61.855.420,18",61855420.18,Vila Flores,VILA FLORES,1,61855420.18,61855420.18,10/03/2025,10/03/2027,2025,2027,AJ/TP,"Lote 13 - ERS-437, do Entroncamento com a BR-470 em Vila Flores (km 0,00) até o km 9,20.",False,False,False,False,Vigente pela data
60,AJ/TP/018/22 - EXECUÇÃO DE SERVIÇOS ERS-118 ENTR BR-116 SAPUCAIA DO SUL ENTR 290 GRAVATAI,DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,SULTEPA CONSTRUÇÕES E COMÉRCIO LTDA.,01/06/2022 a 30/04/2026,"R$ 67.779.885,16",67779885.16,Gravataí,GRAVATAI,2,33889942.58,67779885.16,01/06/2022,30/04/2026,2022,2026,AJ/TP,EXECUÇÃO DE SERVIÇOS ERS-118 ENTR BR-116 SAPUCAIA DO SUL ENTR 290 GRAVATAI,True,False,False,True,Encerrado pela data
60,AJ/TP/018/22 - EXECUÇÃO DE SERVIÇOS ERS-118 ENTR BR-116 SAPUCAIA DO SUL ENTR 290 GRAVATAI,DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,SULTEPA CONSTRUÇÕES E COMÉRCIO LTDA.,01/06/2022 a 30/04/2026,"R$ 67.779.885,16",67779885.16,Sapucaia do Sul,SAPUCAIA DO SUL,2,33889942.58,67779885.16,01/06/2022,30/04/2026,2022,2026,AJ/TP,EXECUÇÃO DE SERVIÇOS ERS-118 ENTR BR-116 SAPUCAIA DO SUL ENTR 290 GRAVATAI,True,False,False,True,Encerrado pela data
61,"AJ/TP/019/26 - As obras e/ou serviços de engenharia serão executados na BRS-386, Trecho: BRS-386-Acesso São Pedro das Missões (SRE:386BRS9180), com ext. de 6,171 Km.",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,CONSTRUBRAS CONSTRUTORA LTDA,05/05/2026 a 05/05/2027,"R$ 19.233.182,00",19233182.0,São Pedro das Missões,SAO PEDRO DAS MISSOES,1,19233182.0,19233182.0,05/05/2026,05/05/2027,2026,2027,AJ/TP,"As obras e/ou serviços de engenharia serão executados na BRS-386, Trecho: BRS-386-Acesso São Pedro das Missões (SRE:386BRS9180), com ext. de 6,171 Km.",False,False,False,False,Vigente pela data
62,AJ/TP/020/12 - SÃO BENTO TESOURAS,DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,ECEN – EMPRESA DE CONSTRUÇÃO E ENGENHARIA LTDA,05/09/2022 a 31/12/2025,"R$ 44.289.510,38",44289510.38,Aceguá,ACEGUA,1,44289510.38,44289510.38,05/09/2022,31/12/2025,2022,2025,AJ/TP,SÃO BENTO TESOURAS,False,False,False,True,Encerrado pela data
63,AJ/TP/020/22 - Rodovia ERS-305 Trecho Entr. ERS/342 (Horizontina) Entr. ERS/207 (Crissiumal),DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,SBS - ENGENHARIA E CONSTRUCOES LTDA,24/05/2022 a 24/05/2023,"R$ 0,00",0.0,Crissiumal,CRISSIUMAL,1,0.0,0.0,24/05/2022,24/05/2023,2022,2023,AJ/TP,Rodovia ERS-305 Trecho Entr. ERS/342 (Horizontina) Entr. ERS/207 (Crissiumal),False,False,True,True,Encerrado pela data
64,AJ/TP/020/23 - ERS-734 ENTR 392 TRAVESSIA URBANA DE RIO GRANDE,DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,SBS - ENGENHARIA E CONSTRUCOES LTDA,24/08/2023 a 09/06/2026,"R$ 53.356.169,15",53356169.15,Capão do Leão,CAPAO DO LEAO,2,26678084.575,53356169.15,24/08/2023,09/06/2026,2023,2026,AJ/TP,ERS-734 ENTR 392 TRAVESSIA URBANA DE RIO GRANDE,True,False,False,True,Encerrado pela data
64,AJ/TP/020/23 - ERS-734 ENTR 392 TRAVESSIA URBANA DE RIO GRANDE,DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,SBS - ENGENHARIA E CONSTRUCOES LTDA,24/08/2023 a 09/06/2026,"R$ 53.356.169,15",53356169.15,Rio Grande,RIO GRANDE,2,26678084.575,53356169.15,24/08/2023,09/06/2026,2023,2026,AJ/TP,ERS-734 ENTR 392 TRAVESSIA URBANA DE RIO GRANDE,True,False,False,True,Encerrado pela data
65,"AJ/TP/020/26 - Rodovia ERS-483, Trecho: Entre Rios do Sul-Cruzaltense, Segmento: km 17,20 ao km 35,57, extensão 18,37km (SRE:483ERS0020),",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,CONSTRUBRAS CONSTRUTORA LTDA,05/05/2026 a 27/09/2027,"R$ 52.044.000,00",52044000.0,Cruzaltense,CRUZALTENSE,1,52044000.0,52044000.0,05/05/2026,27/09/2027,2026,2027,AJ/TP,"Rodovia ERS-483, Trecho: Entre Rios do Sul-Cruzaltense, Segmento: km 17,20 ao km 35,57, extensão 18,37km (SRE:483ERS0020),",False,False,False,False,Vigente pela data
66,"AJ/TP/030/25 - RSC-453 e ERS-486, trecho: entr. ERS-020(A) (p/ Tainhas) – entr. BRS-101 (Terra de Areia), segmento: RSC-453 - km 240+260 ao km 255+770",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,SULTEPA CONSTRUÇÕES E COMÉRCIO LTDA.,24/06/2025 a 24/06/2026,"R$ 139.359.131,57",139359131.57,Terra de Areia,TERRA DE AREIA,1,139359131.57,139359131.57,24/06/2025,24/06/2026,2025,2026,AJ/TP,"RSC-453 e ERS-486, trecho: entr. ERS-020(A) (p/ Tainhas) – entr. BRS-101 (Terra de Areia), segmento: RSC-453 - km 240+260 ao km 255+770",False,False,False,False,Vigente pela data
67,AJ/TP/033/22 - ENTR. BRS/101 - BACOPARI - MOSTARDAS - PALMARES DO SUL - TAVARES,DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,MAC ENGENHARIA LTDA,23/09/2022 a 19/01/2027,"R$ 167.605.331,55",167605331.55,Mostardas,MOSTARDAS,1,167605331.55,167605331.55,23/09/2022,19/01/2027,2022,2027,AJ/TP,ENTR. BRS/101 - BACOPARI - MOSTARDAS - PALMARES DO SUL - TAVARES,False,False,False,False,Vigente pela data
68,"AJ/TP/038/25 - Lote 16 - ERS-415, entre o km 0+000 e km 7+580 (Trecho 01) e o km 0+000 ao km 1+790 (Trecho 02)",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,CONTRUTORA E PAVIMENTADORA PAVICON LTDA.,24/06/2025 a 24/06/2026,"R$ 23.684.785,73",23684785.73,Bom Princípio,BOM PRINCIPIO,1,23684785.73,23684785.73,24/06/2025,24/06/2026,2025,2026,AJ/TP,"Lote 16 - ERS-415, entre o km 0+000 e km 7+580 (Trecho 01) e o km 0+000 ao km 1+790 (Trecho 02)",False,False,False,False,Vigente pela data
69,AJ/TP/040/25 - Obras de requalificação e reabilitação funcional da Estação Rodoviária de Porto Alegre – ERPA,DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,NACON ENGENHARIA LTDA,05/06/2025 a 05/06/2026,"R$ 19.684.083,94",19684083.94,Porto Alegre,PORTO ALEGRE,1,19684083.94,19684083.94,05/06/2025,05/06/2026,2025,2026,AJ/TP,Obras de requalificação e reabilitação funcional da Estação Rodoviária de Porto Alegre – ERPA,False,False,False,True,Encerrado pela data
70,AJ/TP/041/13 - ERS-344 (GIRUÁ) - SENADOR SALGADO FILHO,DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,CONTERRA CONSTR. E TERRAPLENAGENS LTDA,07/10/2021 a 31/12/2026,"R$ 25.841.011,86",25841011.86,Giruá,GIRUA,1,25841011.86,25841011.86,07/10/2021,31/12/2026,2021,2026,AJ/TP,ERS-344 (GIRUÁ) - SENADOR SALGADO FILHO,False,False,False,False,Vigente pela data
71,"AJ/TP/043/24 - Rodovia ERS-176, trecho Manoel Viana – Sobradinho – BRS-287, subtrecho km 0+000 ao km 36+000 (Lote 1), com extensão de 36,000km,",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,CONSTRUTORA ALEGRETENSE LTDA,03/02/2025 a 03/02/2026,"R$ 69.998.983,49",69998983.49,Manoel Viana,MANOEL VIANA,1,69998983.49,69998983.49,03/02/2025,03/02/2026,2025,2026,AJ/TP,"Rodovia ERS-176, trecho Manoel Viana – Sobradinho – BRS-287, subtrecho km 0+000 ao km 36+000 (Lote 1), com extensão de 36,000km,",False,False,False,True,Encerrado pela data
72,AJ/TP/048/11 - VIAMÃO - LAMI,DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,COESUL CONSTR EXTREMO SUL LTDA,30/08/2021 a 31/12/2025,"R$ 52.685.006,98",52685006.98,Viamão,VIAMAO,1,52685006.98,52685006.98,30/08/2021,31/12/2025,2021,2025,AJ/TP,VIAMÃO - LAMI,False,False,False,True,Encerrado pela data
73,AJ/TP/048/22 - VILA ITAPUÃ - HOSPITAL ITAPUÃ,DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,Encopav Engenharia Ltda,27/10/2022 a 31/03/2026,"R$ 14.077.889,43",14077889.43,Viamão,VIAMAO,1,14077889.43,14077889.43,27/10/2022,31/03/2026,2022,2026,AJ/TP,VILA ITAPUÃ - HOSPITAL ITAPUÃ,False,False,False,True,Encerrado pela data
74,"AJ/TP/052/25 - ERS-524, trecho Quevedos (Final do calçamento) - Entr. VRS-305 (Toropi), extensão de 27,665 km.",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,CONSTR.CONTINENTAL DE SAO PAULO LTDA,15/08/2025 a 06/02/2027,"R$ 96.328.286,69",96328286.69,Quevedos,QUEVEDOS,1,96328286.69,96328286.69,15/08/2025,06/02/2027,2025,2027,AJ/TP,"ERS-524, trecho Quevedos (Final do calçamento) - Entr. VRS-305 (Toropi), extensão de 27,665 km.",False,False,False,False,Vigente pela data
75,"AJ/TP/053/25 - entroncamento BRS/468 – Sede Nova, extensão: 8,81 km.",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,CONSTR.CONTINENTAL DE SAO PAULO LTDA,15/08/2025 a 07/09/2026,"R$ 16.398.360,00",16398360.0,Sede Nova,SEDE NOVA,1,16398360.0,16398360.0,15/08/2025,07/09/2026,2025,2026,AJ/TP,"entroncamento BRS/468 – Sede Nova, extensão: 8,81 km.",False,False,False,False,Vigente pela data
76,AJ/TP/055/12 - Rodov.ERS-168 (São Luiz Gonzaga) Entr.BRS-392 (Cerro Largo). LOTE 01 - Rolador -Entr. BRS-392 (Cerro Largo) LOTE 02,DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,CONTERRA CONSTR. E TERRAPLENAGENS LTDA,15/04/2013 a 31/12/2026,"R$ 24.256.347,26",24256347.26,São Luiz Gonzaga,SAO LUIZ GONZAGA,1,24256347.26,24256347.26,15/04/2013,31/12/2026,2013,2026,AJ/TP,Rodov.ERS-168 (São Luiz Gonzaga) Entr.BRS-392 (Cerro Largo). LOTE 01 - Rolador -Entr. BRS-392 (Cerro Largo) LOTE 02,False,False,False,False,Vigente pela data
77,"AJ/TP/056/25 - Contratação de empresa especializada para prestação de serviços de apoio técnico ao DAER, na fiscalização e controle de qualidade dos estudos, Lote 1",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,ENECON S/A ENGENHEIROS E ECONOM CONSULT,24/07/2025 a 24/07/2026,"R$ 22.179.910,63",22179910.63,Porto Alegre,PORTO ALEGRE,1,22179910.63,22179910.63,24/07/2025,24/07/2026,2025,2026,AJ/TP,"Contratação de empresa especializada para prestação de serviços de apoio técnico ao DAER, na fiscalização e controle de qualidade dos estudos, Lote 1",False,False,False,False,Vigente pela data
78,"AJ/TP/057/14 - Rodovia ERS-165, Trecho: Rolador (KM 23+820) Entr. BRS- 392 (KM 36+480 P/Cerro Largo), com extensão 12,660km.",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,CONTERRA CONSTR. E TERRAPLENAGENS LTDA,15/09/2014 a 31/12/2026,"R$ 15.355.468,09",15355468.09,Santa Rosa,SANTA ROSA,1,15355468.09,15355468.09,15/09/2014,31/12/2026,2014,2026,AJ/TP,"Rodovia ERS-165, Trecho: Rolador (KM 23+820) Entr. BRS- 392 (KM 36+480 P/Cerro Largo), com extensão 12,660km.",False,False,False,False,Vigente pela data
79,"AJ/TP/057/25 - Prestação de apoio técnico ao DAER, na fiscalização e controle de qualidade dos estudos e projetos da Pontes e Rodovias do Lote 02",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,STE - SERVIÇOS TÉCNICOS DE ENGENHARIA S/A,24/07/2025 a 24/07/2026,"R$ 24.846.812,34",24846812.34,Porto Alegre,PORTO ALEGRE,1,24846812.34,24846812.34,24/07/2025,24/07/2026,2025,2026,AJ/TP,"Prestação de apoio técnico ao DAER, na fiscalização e controle de qualidade dos estudos e projetos da Pontes e Rodovias do Lote 02",False,False,False,False,Vigente pela data
80,"AJ/TP/058/25 - Supervisão e gerenciamento de projetos e obras no âmbito da jurisdição das superintendências regionais do DAER, LOTE 03.",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,ENECON S/A ENGENHEIROS E ECONOM CONSULT,24/07/2025 a 24/07/2026,"R$ 22.205.208,81",22205208.81,Água Santa,AGUA SANTA,1,22205208.81,22205208.81,24/07/2025,24/07/2026,2025,2026,AJ/TP,"Supervisão e gerenciamento de projetos e obras no âmbito da jurisdição das superintendências regionais do DAER, LOTE 03.",False,False,False,False,Vigente pela data
81,"AJ/TP/059/25 - ERS-403, trecho: Cachoeira do Sul – Rio Pardo, Lote 02",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,CONPASUL CONSTRUÇÃO E SERVIÇOS LTDA,09/09/2025 a 09/09/2026,"R$ 13.827.071,78",13827071.78,Rio Pardo,RIO PARDO,1,13827071.78,13827071.78,09/09/2025,09/09/2026,2025,2026,AJ/TP,"ERS-403, trecho: Cachoeira do Sul – Rio Pardo, Lote 02",False,False,False,False,Vigente pela data
82,"AJ/TP/062/25 - rodovia do Lote 19 - ERS-431, entre o km 22+850 e km 43+020, que interliga os municípios de Dois Lajeados e São Valentim do Sul.",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,CONSTRUTORA GIOVANELLA LTDA,22/09/2025 a 22/09/2026,"R$ 84.822.056,74",84822056.74,Dois Lajeados,DOIS LAJEADOS,1,84822056.74,84822056.74,22/09/2025,22/09/2026,2025,2026,AJ/TP,"rodovia do Lote 19 - ERS-431, entre o km 22+850 e km 43+020, que interliga os municípios de Dois Lajeados e São Valentim do Sul.",False,False,False,False,Vigente pela data
83,"AJ/TP/063/25 - Lote 18 - ERS-433, entre o km 0+000 e km 16+600, trecho que conecta a Entr. com a ERS-332 (para Arvorezinha) até Relvado.",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,CONSTRUTORA GIOVANELLA LTDA,18/09/2025 a 18/09/2026,"R$ 77.640.630,59",77640630.59,Relvado,RELVADO,1,77640630.59,77640630.59,18/09/2025,18/09/2026,2025,2026,AJ/TP,"Lote 18 - ERS-433, entre o km 0+000 e km 16+600, trecho que conecta a Entr. com a ERS-332 (para Arvorezinha) até Relvado.",False,False,False,False,Vigente pela data
84,AJ/TP/064/14 - SEGREDO - LAGOÃO -,DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,DALFOVO CONSTRUTORA LTDA,31/03/2023 a 14/01/2026,"R$ 42.310.960,39",42310960.39,Segredo,SEGREDO,1,42310960.39,42310960.39,31/03/2023,14/01/2026,2023,2026,AJ/TP,SEGREDO - LAGOÃO -,False,False,False,True,Encerrado pela data
85,"AJ/TP/067/25 - Qualificação viária da rodovia do Lote 20- RSC-453, no trecho que conecta a Entr. ERS-122 (B) (Caxias do Sul) - Entr. ERS-476 (Lajeado Grande), abrang",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,Encopav Engenharia Ltda,29/09/2025 a 29/09/2026,"R$ 136.787.583,95",136787583.95,Caxias do Sul,CAXIAS DO SUL,1,136787583.95,136787583.95,29/09/2025,29/09/2026,2025,2026,AJ/TP,"Qualificação viária da rodovia do Lote 20- RSC-453, no trecho que conecta a Entr. ERS-122 (B) (Caxias do Sul) - Entr. ERS-476 (Lajeado Grande), abrang",False,False,False,False,Vigente pela data
86,"AJ/TP/068/25 - Lote 22- VRS-840, que interliga os municípios de Ivoti e Lindolfo Collor, abrangendo o trecho entre o km 0+000 e km 7+790.",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,CONTRUTORA E PAVIMENTADORA PAVICON LTDA.,29/09/2025 a 29/09/2026,"R$ 14.737.535,75",14737535.75,Ivoti,IVOTI,1,14737535.75,14737535.75,29/09/2025,29/09/2026,2025,2026,AJ/TP,"Lote 22- VRS-840, que interliga os municípios de Ivoti e Lindolfo Collor, abrangendo o trecho entre o km 0+000 e km 7+790.",False,False,False,False,Vigente pela data
87,AJ/TP/069/17 - EXECUÇÃO DE OBRAS DE RESTAURAÇÃO E REMANESCENTES DA DUPLICAÇÃO DA ERS-118,DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,SULTEPA CONSTRUÇÕES E COMÉRCIO LTDA.,30/11/2017 a 31/12/2026,"R$ 104.166.801,74",104166801.74,Gravataí,GRAVATAI,1,104166801.74,104166801.74,30/11/2017,31/12/2026,2017,2026,AJ/TP,EXECUÇÃO DE OBRAS DE RESTAURAÇÃO E REMANESCENTES DA DUPLICAÇÃO DA ERS-118,False,False,False,False,Vigente pela data
88,"AJ/TP/069/25 - Lote 23 - VRS-873, que interliga os municípios de Morro Reuter a Santa Maria do Herval, abrangendo o trecho entre o km 0+000 e km 13+870.",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,CONPASUL CONSTRUÇÃO E SERVIÇOS LTDA,29/09/2025 a 29/09/2026,"R$ 39.383.098,93",39383098.93,Morro Reuter,MORRO REUTER,1,39383098.93,39383098.93,29/09/2025,29/09/2026,2025,2026,AJ/TP,"Lote 23 - VRS-873, que interliga os municípios de Morro Reuter a Santa Maria do Herval, abrangendo o trecho entre o km 0+000 e km 13+870.",False,False,False,False,Vigente pela data
89,"AJ/TP/070/25 - Lote 26, no trecho compreendido entre o entroncamento com a ERS-239 e acesso ao município de Três Coroas, do km 48+690 ao km 67+180",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,DOBIL ENGENHARIA LTDA,29/09/2025 a 29/09/2026,"R$ 63.849.233,55",63849233.55,Três Coroas,TRES COROAS,1,63849233.55,63849233.55,29/09/2025,29/09/2026,2025,2026,AJ/TP,"Lote 26, no trecho compreendido entre o entroncamento com a ERS-239 e acesso ao município de Três Coroas, do km 48+690 ao km 67+180",False,False,False,False,Vigente pela data
90,"AJ/TP/071/25 - Lote 21- RSC-453, trecho Entr. ERS-476 (Lajeado Grande) - Entr. ERS-020(A) (P/Tainhas).",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,MAC ENGENHARIA LTDA,07/10/2025 a 07/10/2026,"R$ 113.602.899,14",113602899.14,Lajeado,LAJEADO,1,113602899.14,113602899.14,07/10/2025,07/10/2026,2025,2026,AJ/TP,"Lote 21- RSC-453, trecho Entr. ERS-476 (Lajeado Grande) - Entr. ERS-020(A) (P/Tainhas).",False,False,False,False,Vigente pela data
91,"AJ/TP/073/25 - Lote 27 - ERS-425, trecho: Nova Bréscia (fim trv) – entr. ERS-332 (p/ Encantado), segmt. km 12+440 ao km 24+650, trecho na região do Vale do Taquari",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Andamento,MATT CONSTRUTORA LTDA,29/09/2025 a 29/09/2026,"R$ 43.578.320,22",43578320.22,Nova Bréscia,NOVA BRESCIA,1,43578320.22,43578320.22,29/09/2025,29/09/2026,2025,2026,AJ/TP,"Lote 27 - ERS-425, trecho: Nova Bréscia (fim trv) – entr. ERS-332 (p/ Encantado), segmt. km 12+440 ao km 24+650, trecho na região do Vale do Taquari",False,False,False,False,Vigente pela data
